NAME_(ENG),ALT NAMES,REF1,REF2,OBLAST,COUNTRY,IMGQUAL,ICAO,ICAOR,ICAOSRC,CAT,SIG,LATD,LATM,LATS,LOND,LONM,LONS,SRCLATLON (G=GoogleLowRes H=GoogleHighRes X=not found),ELEV1FT,ELEV1SRC,ELEV2FT,ELEV2SRC,ELEV3FT,ELEV3SRC,LAT,LON,MAG2010,R1L,R1W,R1DIMSRC (G=googlelowres H=googlehighres),R1HDG,R1NAM,R1SFC,R2LEN,R2WID,R2DIMSRC,R2HDG,R2OVRUNNE,R2OVRUNSW,R2NAM,R2SFC,R2dg,R2len,USE,OPR,MILPURPOSECODE,UNITS,NOTES,
Novokiyevskiy Uval,,2 km E,Novokiyevskiy Uval,,RUS,4,,,,x,,51,39.7,N,128,56.4,E,G,600,T91,,,,,51.6617,128.94,,600,,,,,DIRT,,,,,,,,,,,,,,,Exact location uncertain.  Grass airfield on east side of town.,
Chegdomyn,,4 km NW,Chegdomyn,,RUS,,,,,N,,51,8.2,N,132,56.5,E,G,1152,T91,,,,,51.1367,132.9417,,1200,40,G,116,,GRAV,,,,,,,,,,,,,,,Well-maintained gravel airstrip serving the Chegdomyn and Urga area.,
Gorin,,4 km SW,Gorin,Amur,RUS,9,,,,A,,51,10.3,N,136,38.1,E,H,492,T,,,,,51.1717,136.635,-12,3000,40,H,12,Feb-20,CONC,,,,,,,,,,,MIL,,Z,Military,This was a major remote deployment airfield that is now being demolished.  It is located 75 km NW of Komsomolsk-na-Amur.  The airfield featured a 1 km long remote tarmac on the north side.  The airfield is now largely demolished and nearly all paved surfaces have been removed.,
Tsimmermanovka,,1 km S,Tsimmermanovka,Amur,RUS,,,,,N,2,51,20,N,139,14.8,E,G,171,T,,,,,51.3333,139.2467,-12,600,20,G,77,Sep-27,DIRT,,,,,,,,,,,CIV,,,Civilian,Minor civilian airstrip.,
Marinskoye,,2 km NE,Marinskoye,,RUS,,,,,N,2,51,43.5,N,140,14,E,G,66,,,,,,51.725,140.2333,-12,950,30,G,161,17/35,CONC,,,,,,,,,,,CIV,,,Civilian,Minor civilian airstrip.,
Viakhtu,,5 km S,Viakhtu,,RUS,,,,,N,2,51,34.2,N,141,56,E,G,10,T,,,,,51.57,141.9333,-12,1100,20,G,149,16/34,DIRT,,,,,,,,,,,CIV,,,Civilian,Minor civilian airstrip.,
Nogliki,,2 km S,Nogliki,,RUS,8,UHSN,,,M,6,51,47,N,143,8.5,E,H,98,T84,,,,,51.7833,143.1417,,1750,35,H,26,Apr-22,ASPH,,,,,,,,,,,CIV,,,,"Major airfield capable of handling jet airliners, serving northeast Sakhalin Island.",
Khovtnevoe,,11 km NE,Volodymyr-Volyns'kyy,,UKR,,,,,M,4,50,54.6,N,24,27.3,E,G,699,,,,,,50.91,24.455,,2500,40,G,1,,CONC,,,,,,,,,,,MIL,,Z,Military,Appears to be a forward staging base.  Small remote parking with a few reveted areas.  This base is only about 40 km from the Polish border.,
Lutsk (Military),Lutsk North (US),4 km N,Lutsk,,UKR,,,,,M,5,50,47.4,N,25,20.9,E,H,640,,,,,,50.79,25.3483,,2500,44,H,67,Jun-24,CONC,,,,,,,,,,,MIL,FA,A,"806 BAP (Su-22M, 1992).",Small military base; long tarmac with several reveted areas.,
Lutsk (Civil),Lutsk Southeast (US),14 km SE,Lutsk,Bolynskaya,UKR,,UKLC,,,M,4,50,40.7,N,25,29.3,E,G,774,,,,,,50.6783,25.4883,,1660,42,G,68,Jul-25,ASPH,,,,,,,,,,,CIV,,,Civilian,Handles small aircraft.,
Dubno,Dubno Northeast (US),7 km NE,Dubno,,UKR,,,,,M,5,50,26.7,N,25,50.3,E,G,735,,,,,,50.445,25.8383,,2500,40,G,104,,CONC,,,,,,,,,,,MIL,,,Military,"Military base with several angled taxiways, capable of parking about 50 fighters.",
Brody,Brody North (US),6 km N,Brody,,UKR,,,,,M,3,50,7.8,N,25,10.2,E,G,787,,,,,,50.13,25.17,,2000,30,G,82,,CONC,,,,,,,,,,,MIL,,Z,Military,Possibly a forward staging base.  Long parking tarmac with remote parking stands.,
Rovno,Rivne (US),8 km W,Rovno,,UKR,,UKLR,,D,M,4,50,36.4,N,26,8.5,E,D,755,D,,,,,50.6067,26.1417,5,2626,42,D,118,Dec-30,CONC,,,,,,,,,,,CIV,,,Civilian,Handles large aircraft; 7 large parking spaces and 25 small ones; ILS Rwy 12/30.  Single taxiway at end of runway leading to utilitarian parking area.  Runway 05/23 closed (DAFIF).,
Zhitomyr Ozernoye,"Oziernoye, Ozernoe, Ozernoye",11 km SE,Zhytomyr,Zhitomirskaya,UKR,,,,,M,,50,9.5,N,28,44.3,E,H,761,,,,,,50.1583,28.7383,,3050,80,H,118,Dec-30,CONC,,,,,,,,,,,MIL,"PVO,DA",IB,"894 IAP (38 MiG-23MLD/ML/UB, 1991)[#1].  341 TBAP (32 Tu-22M2, 1991)[#2], (Tu-22PD, 1991)[#2], (Tu-22UD, 1991)[#2].","Angled taxiways, ramp space, and over 30 large revetments suggest this is a bomber base.  [Ozerne] [Ozernyy]",
Borodyanka,,3 km NW,Borodyanka,,UKR,,,,,A,0,50,39.8,N,29,53.6,E,G,463,,,,,,50.6633,29.8933,,3000,60,G,124,,????,,,,,,,,,,,-,,,Abandoned,Airfield is plowed under.  Was probably a former bomber base.,
Kiev/Gostomel,Antonov (US),30 km NW,Kiev,,UKR,,UKKM,,D,M,,50,36.2,N,30,11.5,E,D,518,D,,,,,50.6033,30.1917,6,3500,56,D,155,15/33,CONC,,,,,,,,,,,CIV,,,Civilian,Antonov test facility (the factory is at Svetoshino).  (Thanks to AviaMK),
Kiev/Svetoshino,Svyatoshino,11 km NW,Kiev,Kievskaya,UKR,,,,,M,,50,28.7,N,30,23.1,E,H,571,,,,,,50.4783,30.385,,1800,80,H,145,14/32,CONC,,,,,,,,,,,CIV,,,Civilian,Antonov aircraft factory (test facility is at Gostomel).  (Thanks to AviaMK)  Runway pavement actually has a 45 m painted width.,
Kiev/Chaika,Kiev West (US),16 km W,Kiev,,UKR,,,,,N,4,50,25.8,N,30,18.1,E,G,600,O,,,,,50.43,30.3017,,1200,50,G,141,,GRAS,,,,,,,,,,,CIV,,,Civilian,"General aviation airfield with An-2, An-28, and other single-engine aircraft.  Tarmac ramp.  Runway pattern and lengths uncertain; satellite presentation obscured by clouds.  Pope John Paul II used the facility for an open-air mass in 2001.",
Kiev/Zhulyany,"Kyiv Zhuliany, Zhulyani, Zhuliany (US)",6 km SW,Kiev,Kievskaya,UKR,,UKKK,,CD,M,,50,24.1,N,30,27.1,E,CD,587,CD,,,,,50.4017,30.4517,6,1800,49,CD,86,Aug-26,CONC,,,,,,,,,,,CIV/MIL,,CH,"223 OSAP (An-24, 1991)[#1], (An-26, 1991)[#1], (Mi-8, 1991)[#1].",Civil domestic terminal with 47 jet parking spaces.  Antonov Reworks Facility and military base with An-26/An-72 based. Also has large Museum. (AviaMK),
Kiev/Borispol,Boryspil,28 km SE,Kiev,Kievskaya,UKR,,UKBB,,CD,M,,50,20.7,N,30,53.7,E,CD,427,CD,,,,,50.345,30.895,6,4000,60,CD,183,18L/36R,CONC,,,,,,,,,,,CIV/MIL,VTA,C,"Mixed. 1 VTAP (Il-76, 1992).",Major civil international airport handling all types; parks 46 jets. Government aircraft base.  Large military area with revetments on NE of field with An24/26/30 Tu134 Mil8's. (AviaMK),
Vasilkov,Vasil'kov,7 km N,Vasil'kov,Kievskaya,UKR,,,,,M,,50,14.1,N,30,18.1,E,G,673,,,,,,50.235,30.3017,,2500,40,G,134,,CONC,,,,,,,,,,,MIL,PVO,I,"146 GV IAP (41 MiG-25PD, 1991)[#1].","Medium fighter base, numerous revetments.",
Priluki,Pryluky,6 km W,Priluki,Chernigov,UKR,,,,,M,,50,34.4,N,32,18.9,E,H,449,,,,,,50.5733,32.315,,3000,80,H,0,,CONC,,,,,,,,,,,MIL,DA,B,"184 GV TBAP (Tu-16 1955-) (Tu-22M4, 1984-) (21 Tu-160, 1987-1991)[#2] (Tu-134UBL)[#2].  13 Tu-160 1992, 19 Tu-160 1994, Tu-160 removed in late 1990s.",This airfield is Ukraine's primary bomber base.  It has revetments for 20 large aircraft. Accepted USSR's first Tu-160 April 1987.,
Velikaya Krucha,,10 km S,Pyryatyn,Chernigov,UKR,,,,,A,0,50,9.1,N,32,31.9,E,G,384,,,,,,50.1517,32.5317,,2000,30,G,115,,CONC,,,,,,,,,,,MIL,,T,443 UAP (101 L-39).,Training base.  The taxiways and runways were dismantled sometime in the late 1990s or early 2000s.,
Sumy,,8 km SW,Sumy,,UKR,,UKHS,,,M,,50,51.5,N,34,45.8,E,G,594,,,,,,50.8583,34.7633,,2500,42,G,83,Aug-26,ASPH,,,,,,,,,,,CIV,,,Civilian,Services small airliners.,
Lebedin,,5 km SE,Lebedin,,UKR,,,,,M,1,50,33.2,N,34,32.1,E,G,476,,,,,,50.5533,34.535,,2500,40,G,17,,CONC,,,,,,,,,,,MIL,,,Military,Appears to be a badly neglected 1960s-era airstrip; was probably a forward attack base.,
Akhtyrka,,8 km E,Okhtyrka,,UKR,,,,,M,5,50,18.3,N,35,1.2,E,G,489,,,,,,50.305,35.02,,2000,40,G,90,,CONC,,,,,,,,,,,MIL,,T,"809 UAP (102 L-39C, 1992).","Well-maintained, small military facility; probably a training base.",
Belgorod,,4 km N,Belgorod,,RUS,,UUOB,,CD,M,,50,38.6,N,36,35.4,E,D,735,D,,,,,50.6433,36.59,,2300,42,D,117,Nov-29,ASPH,,,,,,,,,,,CIV,,,Civilian,"Services medium-sized airliners (Tu-154, Il-76, etc).  24-hour operations.",
Belgorod/Tomarovka,Tomarovka,4 km E,Tomarovka,,RUS,,XUOP,,C,N,,50,41.7,N,36,17.6,E,C,689,C,,,,,50.695,36.2933,,560,100,C,16,,DIRT,,,,,,,,,,,CIV,,,Civilian,Grass airstrip.  Very poor Google Earth imagery; position may need refinement.,
Kharkov North,Kharkiv North,4 km N,Kharkov,,UKR,,,,,M,,50,1.5,N,36,16,E,W,600,W,,,,,50.025,36.2667,7,1804,56,W,33,Mar-21,CONC,,,,,,,,,,,CIV/MIL,,,Mixed,Factory airfield GAZ 135 (Kharkiv APO).  Early Tupolev jetliners were built here.  (AviaMK)  Joint use airport (DAFIF).,
Valuyki,,1 km NE,Valuyki,,RUS,,UUED,,C,N,,50,13.5,N,38,6.9,E,G,574,C,,,,,50.225,38.115,,550,21,C,98,,CONC,,,,,,,,,,,CIV,,,,Minor civilian airfield.,
Buturlinovka,,4 km S,Buturlinovka,,RUS,,,,,M,,50,47.5,N,40,36.4,E,G,505,,,,,,50.7917,40.6067,,2500,40,H,119,Nov-29,CONC,,,,,,,,,,,MIL,FA,A,"186 ISHAP (45 Su-25, 1991, 1994)[#4][#7].",Small utilitarian airfield.  Two small alert pads at either end of runway for 10 fighters.,
Lebyazhye,"Lebyazhye Northwest (DoD), Kamyshin Northwest (US), Lebyazh'ye, Gromovo or Kotly?, Mikhailovka",18 km NW,Kamyshin,,RUS,,,,,M,,50,12.1,N,45,12.4,E,G,371,T93,381,?,,,50.2017,45.2067,,2500,60,G,40,,CONC,,,,,,,,,,,MIL,FA,A,"1 IAPIB (MiG-23, MiG-27K, Su-24), 1994.",Airfield is 170 km north of Volgograd.  Wide runway.  Mostly large tarmac space. [Kamyshin Northwest] (US),
Krasnykut,,3 km NW,Krasnykut,,RUS,,UWSK,,,N,,50,57.7,N,46,56.7,E,G,177,,,,,,50.9617,46.945,,660,21,G,154,15/33,ASPH,,,,,,,,,,,,,,,Exact runway dimensions and heading uncertain.,
Aktyubinsk,Aktobe,4 km S,Aktobe,,KAZ,,UATT,,CD,M,,50,14.7,N,57,12.4,E,CD,738,CD,,,,,50.245,57.2067,9,3097,60,CD,135,13/31,CONC,,,,,,,,,,,CIV,,,Civilian,Small terminal with 5 airliner parking spots.  Has serviced Il-86.,
Dombarovskiy,,6 km NW,Dombarovskiy,Orenburgskaya,RUS,,,,,M,,50,48.3,N,59,30.9,E,H,869,,,,,,50.805,59.515,9,2500,60,G,95,,CONC,,,,,,,,,,,MIL,PVO,I,"763? IAP (MiG-23, 1991)[#1].",Interceptor base with three revetment compounds.  [Tagilom],
Svetlyy,Svetlyy Southeast (US),1 km SE,Svetlyy,,RUS,,,,,M,2,50,48.6,N,60,51.4,E,G,974,,,,,,50.81,60.8567,9,1400,30,G,100,,DIRT,,,,,,,,,,,CIV,,,Civilian,Small civilian airfield.  Exact position and heading uncertain.,
Amangeldy,,?,,,KAZ,,,,,A,5,50,12.4,N,65,10.7,E,H,453,H,,,,,50.2067,65.1783,9,1500,30,H,67,,ABANDONED,,,,,,,,,,,-,,,Abandoned,Was listed on an old GNC-4.  Airfield pattern is still evident on satellite but has been dismantled.  Probably an old WWII airfield.,
Ush Tobe,,1 km SE,Vostochnyy,,KAZ,,,,,N,2,50,33.4,N,66,45.9,E,G,1070,,,,,,50.5567,66.765,,1480,30,G,91,,CONC,,,,,,,,,,,CIV,,,Civilian,Very small civilian airfield.,
Arkalyk,Arkalyk North (US),9 km N,Arkalyk,,KAZ,,UAUR,,C,M,5,50,19.5,N,66,57.6,E,C,1273,C,,,,,50.325,66.96,9,2500,45,C,90,Aug-26,ASPH,,,,,,,,,,,CIV,,,Civilian,Small civilian airport; large tarmac area and several large buildings onsite.  Appears to serve the mining industry.,
Semiyarka,,2 km S,Semiyarka,,KAZ,,,,,M,1,50,44.1,N,78,32.4,E,H,574,,,,,,50.735,78.54,,1750,100,H,87,,DIRT,,,,,,,,,,,CIV,,,Civilian,Small civilian airstrip.,
Dolon (Chagan),Semipalitinsk Dolon (US),10 km SW,Dolon,Semipalatinsk,KAZ,,,,,M,8,50,32.2,N,79,11.7,E,G,705,,,,,,50.5367,79.195,,4025,80,G,87,,CONC,,,,,,,,,,,MIL,DA,B,"1223 TBAP (Tu-95 1957-) (Tu-95MS 1983, 1991)[#2] (Tu-95M, 1991)[#2].  1226 TBAP (Tu-95 1970s) (Tu-95K 1972-) (Tu-95MS 1985, 1991)[#2].  Total of 27 Tu-95MS6, 13 Tu-95MS16 basewide, 1990.  Tu-160 in late 1980s.","Major bomber base with significant tarmac space and over 50 revetments.  Dolon Southwest, a former airfield 32 km to the south, no longer exists.",
Semipalitinsk West,,33 km W,Semipalitinsk,Semipalatinsk,KAZ,,,,,x,0,50,24,N,79,46,E,,636,,,,,,50.4,79.7667,,3840,,,95,,????,,,,,,,,,,,-,,,Demolished,Almost no trace remains of this 1950s airstrip.  Purpose unknown.,
Dolon Southwest,,43 km SW,Dolon,Semipalatinsk,KAZ,,,,,A,0,50,15.3,N,79,4.4,E,G,830,,,,,,50.255,79.0733,,4000,60,G,96,,????,,,,,,,,,,,-,,,Demolished,Demolished airfield from 1950s; almost no trace remains.  Probably part of the nuclear testing zone.,
Semipalatinsk,Semey (US),8 km S,Semipalatinsk,Semipalatinsk,KAZ,,UASS,,D,M,,50,21.1,N,80,14.1,E,CD,761,D,,,,,50.3517,80.235,7,3096,77,D,84,Aug-26,CONC,,,,,,,,,,,CIV/MIL,,F,Civilian.,"Services large airliners.  Contains two groups of alert fighter pads.  A 400 meter overrun at each end of rwy 08/26.  CAICA 2000 gives 234 m, with 3100 x 45 and 1100 x 80 runways.",
Ust-Kamenogorsk,,11 km NW,Ust-Kamenogorsk,,KAZ,,UASK,,D,M,,50,2.2,N,82,29.7,E,D,938,D,,,,,50.0367,82.495,6,2510,42,D,131,Dec-30,ASPH,,,,,,,,,,,CIV,,,Civilian,Services small transport planes.,
Ust-Koksa,,7 km E,Ust-Koksa,Altay,RUS,,UNBU,,,N,,50,15.9,N,85,42.7,E,G,3215,,,,,,50.265,85.7117,,1300,35,G,93,Sep-27,STON,,,,,,,,,,,CIV,,,Civilian,General aviation airfield.,
Zakamensk,,6 km NE,Zakamensk,,RUS,,,,,M,2,50,26,N,103,22,E,G,3465,,,,,,50.4333,103.3667,,1550,30,G,73,,CONC,,,,,,,,,,,CIV,,,Civilian,Civilian airport.,
Petropavlovka/Nizhniy Bulgartay,Nizhniy Bulgartay,1 km E,Petropavlovka,,RUS,,,,,x,1,50,37,N,105,21,E,,2999,,,,,,50.6167,105.35,,1400,,,90,,DIRT,,,,,,,,,,,CIV,,,Civilian,Civilian airport with dirt runway.  Exact location uncertain.,
Dzhida,"Nyangi (US), Eleagnus (misnomer)",3 km W,Dzhida,,RUS,,,,,M,,50,40.6,N,106,8.4,E,H,1968,,,,,,50.6767,106.14,,2500,40,H,56,06R/24L,CONC,2500,30,H,56,,,06L/24R,CONC,147,245,MIL,,A,"2 GV BAP (Su-24M, 1991)[#7]. 21 BAP (Su-24).","Large fighter base with small revetment groups scattered around airfield.  On rare occasion appears as Eleagnus, which is Latin for the Russian ""dzhida"".",
Kyakhta,,7 km N,Kyakhta,,RUS,,,,,M,5,50,28.6,N,106,23.9,E,G,2310,,,,,,50.4767,106.3983,,450,60,G,102,,CONC,,,,,,,,,,,MIL,,H,Military,Military helicopter base; 12 reveted pads and other facilities.,
Mukhor,Bichura,7 km NW,Bichura,,RUS,,,,,M,1,50,37.3,N,107,31.2,E,G,2103,,,,,,50.6217,107.52,,1000,20,G,60,,CONC,,,,,,,,,,,CIV,,,Civilian,Small civilian airstrip; probably services only the smallest of transports.,
Nizhny Tsasuchei,Nizhniy Tsasuchey (US),6 km E,Nizhny Tsasuchei,,RUS,,,,,x,2,50,30,N,115,11,E,,2001,,,,,,50.5,115.1833,,1400,,,85,,CONC,,,,,,,,,,,CIV,,,Civilian,Civilian airport with dirt runway.,
Bezrechnaya-2,"Bezrechnaya,  Bezrechnoy, Khodabulak, Khada Bulak North (US), Mirnaya",12 km E,Mirnaya,Chitinskaya,RUS,,,,,M,,50,45,N,116,13.7,E,G,2201,,,,,,50.75,116.2283,,2500,40,G,135,,CONC,,,,,,,,,,,MIL,PVO,I,"22 IAP (Su-15TM).  OSAZ (Su-15TM, 1991)[#1].",Mostly linear tarmac space.,
Khada Bulak,,9 km NE,Sherlovaya Gora,Chitinskaya,RUS,,,,,A,0,50,35.8,N,116,23.2,E,G,2339,,,,,,50.5967,116.3867,,2500,40,G,145,,????,,,,,,,,,,,-,,,Demolished.,Almost no trace left of former airfield.,
Borzya,"Borzia, Borzyu, Borzya Northwest (US)",13 km W,Borzya,Chitinskaya,RUS,,,,,M,,50,23.8,N,116,20.8,E,G,2201,,,,,,50.3967,116.3467,,2500,40,G,72,,CONC,,,,,,,,,,,MIL,FA,AR,"189 GV APIB (Su-17M3,1988) under 23rd Air Army (Trans-Baikal).  101 ORAP (Su-17M3R).","Simple fighter base with three areas of fighter revetments housing about 30 aircraft.  (Under 23rd Air Army, Trans-Baikal)",
Borzya West,,,,Chitinskaya,RUS,,,,,N,1,50,21.2,N,116,15.6,E,G,2251,,,,,,50.3533,116.26,,1125,30,G,141,,DIRT,,,,,,,,,,,CIV,,,Civilian,"Minor civilian airstrip, appears to be unused; barely visible.",
Arabatuk,Krasnyy Velikan North (US),38 km NE,Daurija,,RUS,,,,,M,,50,13.4,N,117,6.1,E,G,2280,,,,,,50.2233,117.1017,,2500,40,G,65,,CONC,,,,,,,,,,,MIL,FA,Z,Deployment,Deployment airfield for 189 APIB (Borzya).  During normal operations it remained idle (in caretaker status).[#5],
Kalga,,1 km E,Kalga,,RUS,,,,,N,1,50,55.6,N,118,55.2,E,G,2001,,,,,,50.9267,118.92,,1150,20,G,164,,DIRT,,,,,,,,,,,CIV,,,Civilian,Civilian airport with dirt runway.,
Krasnokamensk,Oktyabrskiy-West.jpg,7 km S,Krasnokamensk.jpg,Chitinskaya,RUS,,UIAE,,,M,5,50,1.9,N,118,3.7,E,G,2139,,,,,,50.0317,118.0617,,2350,42,G,157,17/35,CONC,,,,,,,,,,,CIV,,,Civilian,"Services prop transports.  Single utilitarian tarmac but well-maintained, first-rate construction and can easily service jets.",
Blagoveshchensk/Ignatyevo,Blagoveshchensk Northwest (DoD),20 km NW,Blagoveshchensk,,RUS,,UHBB,,CD,M,,50,25.5,N,127,24.7,E,CD,640,CD,,,,,50.425,127.4117,-12,2821,42,D,169,18/36,ASPH,,,,,,,,,,,CIV,,,Civilian,Services up to medium-sized airliners; 24-hour operations.  Civilian area parks 44 aircraft; military pad is on northwest side of airfield.,
Vozzhayevka,Vozzhayevka Northeast (DoD),6 km NE,Vozzhayevka,,RUS,,,,,M,,50,46.1,N,128,46.6,E,G,738,?,679,T91,,,50.7683,128.7767,,2500,80,G,0,,CONC,,,,,,,,,,,MIL,FA,A,"293 OPIB (Su-17M3R,1988,1991)[#4] (MiG-25,-1987) under 1st Air Army (Far East).",Medium-sized air base.  Located near SS-11 missile field at Svobodnyy.,
Tambovka,,4 km N,Tambovka,,RUS,4,,,,A,0,50,8.1,N,128,4.3,E,G,420,,,,,,50.135,128.0717,,4100,40,T,176,,????,,,,,,,,,,,-,,,Military,"Probably an abandoned bomber base.  No real trace of this base can be found on satellite imagery, and what imagery exists is poor; declassified satellite imagery previews are also poor quality.  A 1991 TPC chart gives a runway length of 13400 ft but refers to it as a minor airfield.",
Kakhovka/Romny,,12 km N,Romny,,RUS,,,,,A,0,50,48.8,N,129,13,E,G,679,,,,,,50.8133,129.2167,,2300,30,G,173,,????,,,,,,,,,,,-,,,Military,Appears to be an abandoned 1950s or 1960s fighter base.,
Zavitinsk,"Mikhailovka (DoD), Bureya Malinovka, Zavitinsk Northeast (DoD)",9 km NE,Zavitinsk,Amur,RUS,4,,,,M,,50,11.4,N,129,30.3,E,G,906,?,745,T91,,,50.19,129.505,,3000,60,G,149,,CONC,,,,,,,,,,,MIL,DA,BT,"1 ISHAP (MiG-23, MiG-27K, Su-24), 1994.  303 TBAP (Tu-16, 1955-?) (Tu-16K, 1972-?) (Tu-95K) (Tu-22K, 1991)[#2].  13 ODShBR (1969-).","Major nuclear bomber base (a sister of Ukrainka).  Revetment area on far side of runway with 18 large stands.  It began operating the Tupolev Tu-16 aircraft late in the 1960s, serving a close/medium range facility as opposed to its long-range sister base Ukrainka.",
Cheugda,,2 km N,Cheugda,,RUS,,,,,N,0,51,18.9,N,130,27.8,E,G,984,T91,,,,,51.315,130.4633,,500,20,G,173,,DIRT,,,,,,,,,,,CIV,,,,Minor dirt airstrip serving the town of Cheugda.,
Chekunda,,4 km N,Elga,,RUS,,,,,N,,50,52.3,N,132,18.1,E,G,1115,T91,,,,,50.8717,132.3017,,900,20,G,187,,DIRT,,,,,,,,,,,,,,,Minor utility airfield.,
Komsomolsk-na-Amur/Khurba,"Komsomolsk South (US), Khurba, Khoorba, Hurba, Uchastok, Kalinovka?",4 km E,Kurba,Amur,RUS,,UHKK,,C,M,7,50,24.5,N,136,56,E,C,92,A,,,,,50.4083,136.9333,-12,2500,42,A,171,18/36,CONC,,,,,,,,,,,MIL,"PVO,FA",IA,,"Located 17 km S of Komsomolsk-na-Amur, this medium-sized base has considerable tarmac space and extended area of revetments.  It has long been home to 277 BAP, which flew Yak-28 Brewers in the 1960s [#34] and upgraded to Su-24 aircraft by the 1990s [#4][#7].  It has been given as a location for 216 IAP flying the Su-27 starting in 1987, and the 26 Gv OPIB flying Su-17M3 in the late 1980s and early 1990s [#4].",
Podali,,17 km W,Amursk,Amur,RUS,,,,,N,2,50,13,N,136,39.9,E,G,161,T,,,,,50.2167,136.665,-12,500,20,G,2,Jan-19,CONC,,,,,,,,,,,?,,,Unknown,Minor airstrip with unknown purpose.,
Mengon,,17 km SW,Elban,Amur,RUS,4,,,,M,6,50,1.9,N,136,17.8,E,G,164,,,,,,50.0317,136.2967,,3320,40,G,52,,CONC,,,,,,,,,,,MIL,,Z,Military,Unknown purpose.  Very long runway and large tarmac.  It may be a forward deployment bomber base.  Status is unknown.,
Komsomolsk-na-Amur/Dzemgi,"Komsomolsk (US), Silinskiy, Leninskiy, Mayskiy, Solnecnyj",8 km NE,Komsomolsk-na-Amur,Amur,RUS,,UHKD,,,M,7,50,36.3,N,137,4.9,E,G,89,A,,,,,50.605,137.0817,-12,2480,80,A,0,Jan-19,CONC,,,,,,,,,,,MIL,PVO,I,"60 IAP (Su-27, 1991, ended 2000)[#1]  23 IAP (Su-27, began 2000)[#7].","Dzhemgi is Komsomolsk-na-Amur's northeast side airport, handling small airliner traffic.  Small area of fighter revetments.  In 2000 the 23 IAP was created (merging 60 IAP Dzemgi and 404 IAP Orlovka).  The airfield is home to a large Sukhoi factory.  In September 2007 this factory rolled out the new Sukhoi Superjet passenger transport aircraft.",
Zonalnoye,Kirovskoye South (DoD),21 km SE,Tymovskoye,Sakhalinskaya,RUS,,UHSO,,C,M,4,50,40.1,N,142,45.6,E,G,479,T84,,,,,50.6683,142.76,-11,1500,40,G,153,,PLAT,,,,,,,,,,,CIV,,,Civilian,Accommodates small airliners.  A 1700 x 25 m overrun exists off the southern edge; this may have been a former airfield.,
Vasilyevo,,21 km SW,Kitovyy,Ostrov Paramushir,RUS,,,,,N,2,50,0.9,N,155,23.9,E,G,33,G,,,,,50.015,155.3983,,1000,30,G,34,,DIRT,,,,,,,,,,,CIV,,,Civilian,"Small civilian airstrip on Ostrov Paramushir, probably serving a minor outpost on the Kurile Islands.",
Okeanskoye,,3 km SW,Okeanskoye,Ostrov Paramushir,RUS,,,,,N,0,50,11.3,N,155,45.6,E,G,23,G,,,,,50.1883,155.76,,600,20,G,141,,DIRT,,,,,,,,,,,-,,,Abandoned,"Minor civilian airstrip presumably in use during the 1940s and 1950s.  Listed on 1977 US DoD GNC-6 as ""not usable"".  Location doubtful due to low satellite image quality.",
Kozyrevskoye,,15 km NW,Babushlino,,RUS,,,,,x,?,50,43,N,156,12,E,G,,,,,,,50.7167,156.2,,,,,,,,,,,,,,,,,,?,,,Unknown,Airfield listed on 1977 GNC-6 but satellite image is obscured by clouds and satellite imagery is of very poor quality.  Position approximate.,
Lvov,"Lviv, Sknilov",4 km SW,Lvov,Lvovskaya,UKR,,UKLL,,D,M,,49,48.8,N,23,57.4,E,D,1070,D,,,,,49.8133,23.9567,4,2510,45,D,135,13/31,ASPH,,,,,,,,,,,CIV,,,Civilian,Civil terminal on east side with capacity for 20 jets.  Military transport base with 15 large reveted pads for large aircraft (AviaMK).,
Gorodok Northeast,,5 km NE,Gorodok,,UKR,,,,,N,,49,49.6,N,23,41.3,E,G,1001,J88,,,,,49.8267,23.6883,,2000,30,G,109,,DIRT,,,,,,,,,,,,,,Unknown,Abandoned airfield listed on 1988 JNC chart; appears to be mostly plowed under.  May be a WWII era base.,
Gorodok,"Cherlyany (US), Cherlyane",5 km SE,Gorodok,,UKR,,,,,M,,49,44.3,N,23,40.1,E,W,896,W,,,,,49.7383,23.6683,4,2500,56,W,139,13/31,CONC,,,,,,,,,,,MIL,,,,"Fighter base with reveted areas, 26 km southwest of L'vov.  Home to 230 BAP flying Yak-28 bombers in the 1960s.",
Drogobych,,2 km NE,Drogobych,,UKR,,,,,N,,49,22,N,23,34.1,E,G,899,J88,,,,,49.3667,23.5683,,850,20,G,34,,DIRT,,,,,,,,,,,CIV,,,Civilian,Minor civilian airfield.,
Sambor,"Kalinov, Sambir",10 km NE,Sambor,,UKR,,,,,M,,49,33,N,23,20.1,E,G,860,,,,,,49.55,23.335,,2225,40,G,78,,CONC,,,,,,,,,,,MIL,,,Unknown,"Old airfield near Polish border with numerous reveted areas, holding about 50 fighters and 25 bombers.",
Stryy,"Stry'y, Stryi",4 km SW,Stryj,Lvovskaya,UKR,,,,,M,,49,14.6,N,23,47.2,E,G,1024,,,,,,49.2433,23.7867,,3000,60,G,56,,CONC,,,,,,,,,,,MIL,"DA,PVO",BI,"179 IAP (43 MiG-23MLD, 1991)[#1].  260 TBAP (20 Tu-22M3, c. 1990) (Tu-16).",Large base with 6 km of parking area taxiways and numerous revetments.,
